week_start_date,sku_id,plant_id,region,quantity_sold,price,promotion_flag,sales_value
2018-10-15,MED001,PLANT_DEL,North,7820,8.5,0,66467.88
2018-10-22,MED001,PLANT_DEL,North,7883,8.5,0,67001.37
2018-10-29,MED001,PLANT_DEL,North,8360,8.5,0,71062.2
2018-11-05,MED001,PLANT_DEL,North,7635,8.5,0,64898.56
2018-11-12,MED001,PLANT_DEL,North,7160,8.5,0,60861.53
2018-11-19,MED001,PLANT_DEL,North,7490,8.5,0,63665.26
2018-11-26,MED001,PLANT_DEL,North,8057,8.5,0,68486.22
2018-12-03,MED001,PLANT_DEL,North,7579,8.5,0,64417.88
2018-12-10,MED001,PLANT_DEL,North,7757,8.5,0,65930.76
2018-12-17,MED001,PLANT_DEL,North,7895,8.5,0,67111.66
2018-12-24,MED001,PLANT_DEL,North,9086,8.5,0,77227.18
2018-12-31,MED001,PLANT_DEL,North,9824,8.5,0,83500.97
2019-01-07,MED001,PLANT_DEL,North,9216,8.5,0,78334.41
2019-01-14,MED001,PLANT_DEL,North,9543,8.5,0,81112.63
2019-01-21,MED001,PLANT_DEL,North,9272,8.5,0,78813.43
2019-01-28,MED001,PLANT_DEL,North,9819,8.5,0,83459.32
2019-02-04,MED001,PLANT_DEL,North,10596,8.5,0,90065.78
2019-02-11,MED001,PLANT_DEL,North,10493,8.5,0,89191.64
2019-02-18,MED001,PLANT_DEL,North,10503,8.5,0,89275.11
2019-02-25,MED001,PLANT_DEL,North,10312,8.5,0,87649.7
2019-03-04,MED001,PLANT_DEL,North,10466,8.5,0,88962.57
2019-03-11,MED001,PLANT_DEL,North,9853,8.5,0,83752.32
2019-03-18,MED001,PLANT_DEL,North,9650,8.5,0,82021.73
2019-03-25,MED001,PLANT_DEL,North,9742,8.5,0,82804.06
2019-04-01,MED001,PLANT_DEL,North,9261,8.5,0,78715.1
2019-04-08,MED001,PLANT_DEL,North,9378,8.5,0,79716.69
2019-04-15,MED001,PLANT_DEL,North,11475,7.22,1,82847.99
2019-04-22,MED001,PLANT_DEL,North,8389,8.5,0,71310.45
2019-04-29,MED001,PLANT_DEL,North,8234,8.5,0,69991.9
2019-05-06,MED001,PLANT_DEL,North,10664,8.5,0,90642.55
2019-05-13,MED001,PLANT_DEL,North,8188,8.5,0,69601.16
2019-05-20,MED001,PLANT_DEL,North,8610,8.5,0,73184.21
2019-05-27,MED001,PLANT_DEL,North,8776,8.5,0,74598.28
2019-06-03,MED001,PLANT_DEL,North,8789,8.5,0,74709.41
2019-06-10,MED001,PLANT_DEL,North,8662,8.5,0,73626.46
2019-06-17,MED001,PLANT_DEL,North,8561,8.5,0,72766.35
2019-06-24,MED001,PLANT_DEL,North,8772,8.5,0,74565.3
2019-07-01,MED001,PLANT_DEL,North,8449,8.5,0,71813.29
2019-07-08,MED001,PLANT_DEL,North,8614,8.5,0,73222.06
2019-07-15,MED001,PLANT_DEL,North,8341,8.5,0,70897.47
2019-07-22,MED001,PLANT_DEL,North,8637,8.5,0,73413.85
2019-07-29,MED001,PLANT_DEL,North,8544,8.5,0,72622.25
2019-08-05,MED001,PLANT_DEL,North,7798,8.5,0,66284.38
2019-08-12,MED001,PLANT_DEL,North,8132,8.5,0,69123.65
2019-08-19,MED001,PLANT_DEL,North,8534,8.5,0,72537.48
2019-08-26,MED001,PLANT_DEL,North,7378,8.5,0,62716.26
2019-09-02,MED001,PLANT_DEL,North,7842,8.5,0,66654.13
2019-09-09,MED001,PLANT_DEL,North,7887,8.5,0,67038.05
2019-09-16,MED001,PLANT_DEL,North,7293,8.5,0,61990.92
2019-09-23,MED001,PLANT_DEL,North,8536,8.5,0,72556.07
2019-09-30,MED001,PLANT_DEL,North,7514,8.5,0,63869.65
2019-10-07,MED001,PLANT_DEL,North,10186,7.22,1,73542.21
2019-10-14,MED001,PLANT_DEL,North,8410,8.5,0,71485.89
2019-10-21,MED001,PLANT_DEL,North,8063,8.5,0,68534.49
2019-10-28,MED001,PLANT_DEL,North,7759,8.5,0,65947.44
2019-11-04,MED001,PLANT_DEL,North,7342,8.5,0,62406.0
2019-11-11,MED001,PLANT_DEL,North,7911,8.5,0,67240.23
2019-11-18,MED001,PLANT_DEL,North,7629,8.5,0,64844.16
2019-11-25,MED001,PLANT_DEL,North,8199,8.5,0,69694.59
2019-12-02,MED001,PLANT_DEL,North,6862,8.5,0,58328.44
2019-12-09,MED001,PLANT_DEL,North,8321,8.5,0,70728.83
2019-12-16,MED001,PLANT_DEL,North,8644,8.5,0,73471.06
2019-12-23,MED001,PLANT_DEL,North,9106,8.5,0,77403.83
2019-12-30,MED001,PLANT_DEL,North,9279,8.5,0,78872.84
2020-01-06,MED001,PLANT_DEL,North,9160,8.5,0,77858.99
2020-01-13,MED001,PLANT_DEL,North,9854,8.5,0,83762.03
2020-01-20,MED001,PLANT_DEL,North,10724,8.5,0,91155.6
2020-01-27,MED001,PLANT_DEL,North,11904,8.5,0,101185.79
2020-02-03,MED001,PLANT_DEL,North,11145,8.5,0,94733.24
2020-02-10,MED001,PLANT_DEL,North,10800,8.5,0,91797.24
2020-02-17,MED001,PLANT_DEL,North,11639,8.5,0,98930.94
2020-02-24,MED001,PLANT_DEL,North,10668,8.5,0,90676.45
2020-03-02,MED001,PLANT_DEL,North,9665,8.5,0,82155.95
2020-03-09,MED001,PLANT_DEL,North,10163,8.5,0,86389.62
2020-03-16,MED001,PLANT_DEL,North,10885,8.5,0,92518.96
2020-03-23,MED001,PLANT_DEL,North,10099,8.5,0,85837.36
2020-03-30,MED001,PLANT_DEL,North,9601,8.5,0,81611.04
2020-04-06,MED001,PLANT_DEL,North,9230,8.5,0,78457.89
2020-04-13,MED001,PLANT_DEL,North,9856,8.5,0,83774.64
2020-04-20,MED001,PLANT_DEL,North,9589,8.5,0,81504.25
2020-04-27,MED001,PLANT_DEL,North,9838,8.5,0,83622.47
2020-05-04,MED001,PLANT_DEL,North,9994,8.5,0,84948.16
2020-05-11,MED001,PLANT_DEL,North,10201,8.5,0,86705.28
2020-05-18,MED001,PLANT_DEL,North,8674,8.5,0,73725.92
2020-05-25,MED001,PLANT_DEL,North,9627,8.5,0,81831.93
2020-06-01,MED001,PLANT_DEL,North,8649,8.5,0,73513.22
2020-06-08,MED001,PLANT_DEL,North,9039,8.5,0,76829.94
2020-06-15,MED001,PLANT_DEL,North,8448,8.5,0,71807.51
2020-06-22,MED001,PLANT_DEL,North,8361,8.5,0,71071.5
2020-06-29,MED001,PLANT_DEL,North,8024,8.5,0,68208.0
2020-07-06,MED001,PLANT_DEL,North,9086,8.5,0,77231.3
2020-07-13,MED001,PLANT_DEL,North,8897,8.5,0,75627.07
2020-07-20,MED001,PLANT_DEL,North,8631,8.5,0,73367.47
2020-07-27,MED001,PLANT_DEL,North,8208,8.5,0,69765.69
2020-08-03,MED001,PLANT_DEL,North,7779,8.5,0,66119.37
2020-08-10,MED001,PLANT_DEL,North,8289,8.5,0,70458.84
2020-08-17,MED001,PLANT_DEL,North,8368,8.5,0,71124.41
2020-08-24,MED001,PLANT_DEL,North,8384,8.5,0,71262.18
2020-08-31,MED001,PLANT_DEL,North,8961,8.5,0,76167.41
2020-09-07,MED001,PLANT_DEL,North,8762,8.5,0,74477.36
2020-09-14,MED001,PLANT_DEL,North,9052,7.22,1,65357.22
2020-09-21,MED001,PLANT_DEL,North,7845,8.5,0,66681.67
2020-09-28,MED001,PLANT_DEL,North,7494,8.5,0,63702.47
2020-10-05,MED001,PLANT_DEL,North,6912,8.5,0,58755.95
2020-10-12,MED001,PLANT_DEL,North,8370,8.5,0,71145.88
2020-10-19,MED001,PLANT_DEL,North,7572,8.5,0,64365.74
2020-10-26,MED001,PLANT_DEL,North,7833,8.5,0,66582.52
2020-11-02,MED001,PLANT_DEL,North,8567,8.5,0,72821.46
2020-11-09,MED001,PLANT_DEL,North,7390,8.5,0,62817.52
2020-11-16,MED001,PLANT_DEL,North,11429,7.22,1,82516.9
2020-11-23,MED001,PLANT_DEL,North,7999,8.5,0,67989.37
2020-11-30,MED001,PLANT_DEL,North,7777,8.5,0,66102.85
2020-12-07,MED001,PLANT_DEL,North,9874,8.5,0,83933.13
2020-12-14,MED001,PLANT_DEL,North,8116,8.5,0,68984.67
2020-12-21,MED001,PLANT_DEL,North,8851,8.5,0,75233.8
2020-12-28,MED001,PLANT_DEL,North,9786,8.5,0,83177.33
2021-01-04,MED001,PLANT_DEL,North,10380,8.5,0,88232.08
2021-01-11,MED001,PLANT_DEL,North,9759,8.5,0,82947.79
2021-01-18,MED001,PLANT_DEL,North,10438,8.5,0,88725.93
2021-01-25,MED001,PLANT_DEL,North,12024,8.5,0,102200.47
2021-02-01,MED001,PLANT_DEL,North,10306,8.5,0,87600.42
2021-02-08,MED001,PLANT_DEL,North,10695,8.5,0,90911.2
2021-02-15,MED001,PLANT_DEL,North,11528,8.5,0,97987.07
2021-02-22,MED001,PLANT_DEL,North,11466,8.5,0,97459.7
2021-03-01,MED001,PLANT_DEL,North,10658,8.5,0,90589.48
2021-03-08,MED001,PLANT_DEL,North,10776,8.5,0,91598.14
2021-03-15,MED001,PLANT_DEL,North,11068,8.5,0,94074.77
2021-03-22,MED001,PLANT_DEL,North,9847,8.5,0,83696.92
2021-03-29,MED001,PLANT_DEL,North,10226,8.5,0,86920.18
2021-04-05,MED001,PLANT_DEL,North,10818,8.5,0,91951.71
2021-04-12,MED001,PLANT_DEL,North,10765,8.5,0,91500.94
2021-04-19,MED001,PLANT_DEL,North,9908,8.5,0,84220.36
2021-04-26,MED001,PLANT_DEL,North,9249,8.5,0,78620.65
2021-05-03,MED001,PLANT_DEL,North,9813,8.5,0,83406.32
2021-05-10,MED001,PLANT_DEL,North,9900,8.5,0,84153.0
2021-05-17,MED001,PLANT_DEL,North,9303,8.5,0,79073.53
2021-05-24,MED001,PLANT_DEL,North,9299,8.5,0,79041.58
2021-05-31,MED001,PLANT_DEL,North,10267,8.5,0,87267.57
2021-06-07,MED001,PLANT_DEL,North,9722,8.5,0,82639.53
2021-06-14,MED001,PLANT_DEL,North,9155,8.5,0,77820.4
2021-06-21,MED001,PLANT_DEL,North,8691,8.5,0,73870.31
2021-06-28,MED001,PLANT_DEL,North,8660,8.5,0,73610.5
2021-07-05,MED001,PLANT_DEL,North,8282,8.5,0,70398.46
2021-07-12,MED001,PLANT_DEL,North,8937,8.5,0,75960.79
2021-07-19,MED001,PLANT_DEL,North,8515,8.5,0,72377.0
2021-07-26,MED001,PLANT_DEL,North,8983,8.5,0,76359.23
2021-08-02,MED001,PLANT_DEL,North,9066,8.5,0,77062.39
2021-08-09,MED001,PLANT_DEL,North,8901,8.5,0,75661.86
2021-08-16,MED001,PLANT_DEL,North,8125,8.5,0,69062.92
2021-08-23,MED001,PLANT_DEL,North,7924,8.5,0,67356.1
2021-08-30,MED001,PLANT_DEL,North,7858,8.5,0,66797.18
2021-09-06,MED001,PLANT_DEL,North,8735,8.5,0,74247.88
2021-09-13,MED001,PLANT_DEL,North,8295,8.5,0,70507.05
2021-09-20,MED001,PLANT_DEL,North,8100,8.5,0,68853.83
2021-09-27,MED001,PLANT_DEL,North,8359,8.5,0,71055.43
2021-10-04,MED001,PLANT_DEL,North,8700,8.5,0,73947.21
2021-10-11,MED001,PLANT_DEL,North,7935,8.5,0,67448.47
2021-10-18,MED001,PLANT_DEL,North,8381,8.5,0,71242.22
2021-10-25,MED001,PLANT_DEL,North,8445,8.5,0,71783.14
2021-11-01,MED001,PLANT_DEL,North,8988,8.5,0,76396.97
2021-11-08,MED001,PLANT_DEL,North,8264,8.5,0,70241.27
2021-11-15,MED001,PLANT_DEL,North,8023,8.5,0,68199.31
2021-11-22,MED001,PLANT_DEL,North,8730,8.5,0,74204.65
2021-11-29,MED001,PLANT_DEL,North,9104,8.5,0,77386.79
2021-12-06,MED001,PLANT_DEL,North,8730,8.5,0,74205.41
2021-12-13,MED001,PLANT_DEL,North,9524,8.5,0,80950.91
2021-12-20,MED001,PLANT_DEL,North,8884,8.5,0,75510.54
2021-12-27,MED001,PLANT_DEL,North,10221,8.5,0,86877.79
2022-01-03,MED001,PLANT_DEL,North,9455,8.5,0,80370.0
2022-01-10,MED001,PLANT_DEL,North,9024,8.5,0,76704.31
2022-01-17,MED001,PLANT_DEL,North,9259,8.5,0,78703.92
2022-01-24,MED001,PLANT_DEL,North,10565,8.5,0,89800.19
2022-01-31,MED001,PLANT_DEL,North,9806,8.5,0,83352.91
2022-02-07,MED001,PLANT_DEL,North,10855,8.5,0,92271.09
2022-02-14,MED001,PLANT_DEL,North,10112,8.5,0,85953.95
2022-02-21,MED001,PLANT_DEL,North,11577,8.5,0,98403.35
2022-02-28,MED001,PLANT_DEL,North,9727,8.5,0,82680.29
2022-03-07,MED001,PLANT_DEL,North,10201,8.5,0,86710.43
2022-03-14,MED001,PLANT_DEL,North,11620,7.22,1,83894.03
2022-03-21,MED001,PLANT_DEL,North,9870,8.5,0,83895.98
2022-03-28,MED001,PLANT_DEL,North,9640,8.5,0,81937.84
2022-04-04,MED001,PLANT_DEL,North,12901,7.22,1,93146.65
2022-04-11,MED001,PLANT_DEL,North,10217,8.5,0,86845.05
2022-04-18,MED001,PLANT_DEL,North,10300,8.5,0,87550.56
2022-04-25,MED001,PLANT_DEL,North,10441,8.5,0,88751.26
2022-05-02,MED001,PLANT_DEL,North,10230,8.5,0,86955.4
2022-05-09,MED001,PLANT_DEL,North,13917,7.22,1,100480.78
2022-05-16,MED001,PLANT_DEL,North,9423,8.5,0,80095.19
2022-05-23,MED001,PLANT_DEL,North,9923,8.5,0,84347.16
2022-05-30,MED001,PLANT_DEL,North,9554,8.5,0,81211.32
2022-06-06,MED001,PLANT_DEL,North,8242,8.5,0,70058.19
2022-06-13,MED001,PLANT_DEL,North,11468,7.22,1,82802.35
2022-06-20,MED001,PLANT_DEL,North,8628,8.5,0,73334.38
2022-06-27,MED001,PLANT_DEL,North,7760,8.5,0,65958.41
2022-07-04,MED001,PLANT_DEL,North,8881,8.5,0,75485.16
2022-07-11,MED001,PLANT_DEL,North,9589,8.5,0,81507.1
2022-07-18,MED001,PLANT_DEL,North,8930,8.5,0,75905.09
2022-07-25,MED001,PLANT_DEL,North,9330,8.5,0,79307.21
2022-08-01,MED001,PLANT_DEL,North,8268,8.5,0,70277.65
2022-08-08,MED001,PLANT_DEL,North,8379,8.5,0,71223.53
2022-08-15,MED001,PLANT_DEL,North,9692,8.5,0,82383.08
2022-08-22,MED001,PLANT_DEL,North,8068,8.5,0,68581.06
2022-08-29,MED001,PLANT_DEL,North,8674,8.5,0,73731.97
2022-09-05,MED001,PLANT_DEL,North,8623,8.5,0,73292.81
2022-09-12,MED001,PLANT_DEL,North,8527,8.5,0,72482.3
2022-09-19,MED001,PLANT_DEL,North,8566,8.5,0,72810.87
2022-09-26,MED001,PLANT_DEL,North,7887,8.5,0,67041.63
2022-10-03,MED001,PLANT_DEL,North,8101,8.5,0,68854.71
2022-10-10,MED001,PLANT_DEL,North,7087,8.5,0,60240.38
2022-10-17,MED001,PLANT_DEL,North,9051,8.5,0,76936.63
2022-10-24,MED001,PLANT_DEL,North,8640,8.5,0,73436.55
2022-10-31,MED001,PLANT_DEL,North,8088,8.5,0,68750.14
2022-11-07,MED001,PLANT_DEL,North,8066,8.5,0,68564.38
2022-11-14,MED001,PLANT_DEL,North,9132,8.5,0,77620.87
2022-11-21,MED001,PLANT_DEL,North,8273,8.5,0,70319.7
2022-11-28,MED001,PLANT_DEL,North,8467,8.5,0,71966.48
2022-12-05,MED001,PLANT_DEL,North,8305,8.5,0,70588.57
2022-12-12,MED001,PLANT_DEL,North,9343,8.5,0,79412.28
2022-12-19,MED001,PLANT_DEL,North,10816,7.22,1,78092.71
2022-12-26,MED001,PLANT_DEL,North,9207,8.5,0,78260.56
2023-01-02,MED001,PLANT_DEL,North,9407,8.5,0,79956.39
2023-01-09,MED001,PLANT_DEL,North,10779,8.5,0,91617.31
2023-01-16,MED001,PLANT_DEL,North,10233,8.5,0,86981.74
2023-01-23,MED001,PLANT_DEL,North,12690,8.5,0,107865.29
2023-01-30,MED001,PLANT_DEL,North,12697,8.5,0,107925.53
2023-02-06,MED001,PLANT_DEL,North,14871,8.5,0,126401.33
2023-02-13,MED001,PLANT_DEL,North,11706,8.5,0,99498.59
2023-02-20,MED001,PLANT_DEL,North,10386,8.5,0,88279.66
2023-02-27,MED001,PLANT_DEL,North,12798,8.5,0,108782.71
2023-03-06,MED001,PLANT_DEL,North,9937,8.5,0,84467.6
2023-03-13,MED001,PLANT_DEL,North,13401,7.22,1,96754.24
2023-03-20,MED001,PLANT_DEL,North,10223,8.5,0,86891.39
2023-03-27,MED001,PLANT_DEL,North,10856,8.5,0,92272.12
2023-04-03,MED001,PLANT_DEL,North,11433,8.5,0,97180.24
2023-04-10,MED001,PLANT_DEL,North,12159,7.22,1,87788.53
2023-04-17,MED001,PLANT_DEL,North,9762,8.5,0,82975.7
2023-04-24,MED001,PLANT_DEL,North,10812,8.5,0,91904.86
2023-05-01,MED001,PLANT_DEL,North,9878,8.5,0,83960.0
2023-05-08,MED001,PLANT_DEL,North,10763,8.5,0,91484.94
2023-05-15,MED001,PLANT_DEL,North,10710,8.5,0,91034.08
2023-05-22,MED001,PLANT_DEL,North,9723,8.5,0,82645.3
2023-05-29,MED001,PLANT_DEL,North,9727,8.5,0,82681.62
2023-06-05,MED001,PLANT_DEL,North,10781,7.22,1,77835.27
2023-06-12,MED001,PLANT_DEL,North,10685,8.5,0,90819.14
2023-06-19,MED001,PLANT_DEL,North,13755,7.22,1,99310.69
2023-06-26,MED001,PLANT_DEL,North,10076,8.5,0,85648.17
2023-07-03,MED001,PLANT_DEL,North,9415,8.5,0,80024.53
2023-07-10,MED001,PLANT_DEL,North,10810,8.5,0,91881.52
2023-07-17,MED001,PLANT_DEL,North,9734,8.5,0,82738.73
2023-07-24,MED001,PLANT_DEL,North,8781,8.5,0,74641.08
2023-07-31,MED001,PLANT_DEL,North,8767,8.5,0,74521.51
2023-08-07,MED001,PLANT_DEL,North,8342,8.5,0,70908.39
2023-08-14,MED001,PLANT_DEL,North,9185,8.5,0,78072.05
2023-08-21,MED001,PLANT_DEL,North,7686,8.5,0,65332.74
2023-08-28,MED001,PLANT_DEL,North,9994,8.5,0,84946.82
2023-09-04,MED001,PLANT_DEL,North,8772,8.5,0,74565.03
2023-09-11,MED001,PLANT_DEL,North,9150,8.5,0,77776.32
2023-09-18,MED001,PLANT_DEL,North,8613,8.5,0,73210.88
2023-09-25,MED001,PLANT_DEL,North,8799,8.5,0,74790.27
2023-10-02,MED001,PLANT_DEL,North,8856,8.5,0,75277.56
2023-10-09,MED001,PLANT_DEL,North,8758,8.5,0,74446.61
2023-10-16,MED001,PLANT_DEL,North,9308,8.5,0,79119.95
2023-10-23,MED001,PLANT_DEL,North,9697,8.5,0,82420.44
2023-10-30,MED001,PLANT_DEL,North,9786,8.5,0,83183.65
2023-11-06,MED001,PLANT_DEL,North,10782,8.5,0,91642.81
2023-11-13,MED001,PLANT_DEL,North,11182,7.22,1,80733.61
2023-11-20,MED001,PLANT_DEL,North,11299,7.22,1,81578.58
2023-11-27,MED001,PLANT_DEL,North,9952,8.5,0,84590.92
2023-12-04,MED001,PLANT_DEL,North,8638,8.5,0,73424.98
2023-12-11,MED001,PLANT_DEL,North,10030,8.5,0,85257.73
2023-12-18,MED001,PLANT_DEL,North,9535,8.5,0,81047.66
2023-12-25,MED001,PLANT_DEL,North,14031,7.22,1,101302.57
2024-01-01,MED001,PLANT_DEL,North,10478,8.5,0,89066.17
2024-01-08,MED001,PLANT_DEL,North,10237,8.5,0,87018.51
2024-01-15,MED001,PLANT_DEL,North,10726,8.5,0,91171.8
2024-01-22,MED001,PLANT_DEL,North,12754,8.5,0,108405.52
2024-01-29,MED001,PLANT_DEL,North,13437,8.5,0,114212.37
2024-02-05,MED001,PLANT_DEL,North,11811,8.5,0,100395.04
2024-02-12,MED001,PLANT_DEL,North,10565,8.5,0,89801.6
2024-02-19,MED001,PLANT_DEL,North,12670,8.5,0,107696.66
2024-02-26,MED001,PLANT_DEL,North,12300,8.5,0,104548.32
2024-03-04,MED001,PLANT_DEL,North,11086,8.5,0,94233.55
2024-03-11,MED001,PLANT_DEL,North,11932,8.5,0,101425.87
2024-03-18,MED001,PLANT_DEL,North,10528,8.5,0,89484.11
2024-03-25,MED001,PLANT_DEL,North,10346,8.5,0,87938.39
2024-04-01,MED001,PLANT_DEL,North,10577,8.5,0,89904.64
2024-04-08,MED001,PLANT_DEL,North,11512,8.5,0,97850.56
2024-04-15,MED001,PLANT_DEL,North,9991,8.5,0,84925.15
2024-04-22,MED001,PLANT_DEL,North,10789,8.5,0,91710.02
2024-04-29,MED001,PLANT_DEL,North,10899,8.5,0,92643.26
2024-05-06,MED001,PLANT_DEL,North,11273,8.5,0,95820.48
2024-05-13,MED001,PLANT_DEL,North,10439,8.5,0,88733.33
2024-05-20,MED001,PLANT_DEL,North,11364,8.5,0,96593.25
2024-05-27,MED001,PLANT_DEL,North,10716,8.5,0,91082.53
2024-06-03,MED001,PLANT_DEL,North,10107,8.5,0,85911.24
2024-06-10,MED001,PLANT_DEL,North,9512,8.5,0,80849.11
2024-06-17,MED001,PLANT_DEL,North,9838,8.5,0,83621.82
2024-06-24,MED001,PLANT_DEL,North,9632,8.5,0,81872.56
2024-07-01,MED001,PLANT_DEL,North,9118,8.5,0,77501.14
2024-07-08,MED001,PLANT_DEL,North,9667,8.5,0,82166.59
2024-07-15,MED001,PLANT_DEL,North,9495,8.5,0,80708.74
2024-07-22,MED001,PLANT_DEL,North,10330,8.5,0,87801.59
2024-07-29,MED001,PLANT_DEL,North,12119,7.22,1,87501.06
2024-08-05,MED001,PLANT_DEL,North,9159,8.5,0,77851.16
2024-08-12,MED001,PLANT_DEL,North,9211,8.5,0,78294.69
2024-08-19,MED001,PLANT_DEL,North,10326,8.5,0,87767.97
2024-08-26,MED001,PLANT_DEL,North,12111,7.22,1,87439.4
2024-09-02,MED001,PLANT_DEL,North,8950,8.5,0,76070.96
2024-09-09,MED001,PLANT_DEL,North,10324,7.22,1,74535.68
2024-09-16,MED001,PLANT_DEL,North,8562,8.5,0,72776.36
2024-09-23,MED001,PLANT_DEL,North,10524,8.5,0,89452.81
2024-09-30,MED001,PLANT_DEL,North,9020,8.5,0,76669.32
2024-10-07,MED001,PLANT_DEL,North,8869,8.5,0,75383.43
2024-10-14,MED001,PLANT_DEL,North,8510,8.5,0,72332.13
2024-10-21,MED001,PLANT_DEL,North,9116,8.5,0,77481.95
2024-10-28,MED001,PLANT_DEL,North,8147,8.5,0,69251.5
2024-11-04,MED001,PLANT_DEL,North,8330,8.5,0,70806.81
2024-11-11,MED001,PLANT_DEL,North,9824,8.5,0,83502.27
2024-11-18,MED001,PLANT_DEL,North,8679,8.5,0,73772.5
2024-11-25,MED001,PLANT_DEL,North,11319,7.22,1,81721.87
2024-12-02,MED001,PLANT_DEL,North,8290,8.5,0,70465.73
2024-12-09,MED001,PLANT_DEL,North,9406,8.5,0,79951.55
2024-12-16,MED001,PLANT_DEL,North,9332,8.5,0,79321.05
2024-12-23,MED001,PLANT_DEL,North,12237,7.22,1,88351.58
2024-12-30,MED001,PLANT_DEL,North,11307,8.5,0,96107.22
2025-01-06,MED001,PLANT_DEL,North,10271,8.5,0,87303.35
2025-01-13,MED001,PLANT_DEL,North,9891,8.5,0,84077.11
2025-01-20,MED001,PLANT_DEL,North,15167,7.22,1,109504.85
2025-01-27,MED001,PLANT_DEL,North,12373,8.5,0,105167.67
2025-02-03,MED001,PLANT_DEL,North,12703,8.5,0,107976.21
2025-02-10,MED001,PLANT_DEL,North,12168,8.5,0,103430.68
2025-02-17,MED001,PLANT_DEL,North,10640,8.5,0,90440.03
2025-02-24,MED001,PLANT_DEL,North,12318,8.5,0,104699.81
2025-03-03,MED001,PLANT_DEL,North,11743,8.5,0,99811.63
2025-03-10,MED001,PLANT_DEL,North,13701,7.22,1,98921.45
2025-03-17,MED001,PLANT_DEL,North,12750,8.5,0,108374.03
2025-03-24,MED001,PLANT_DEL,North,9689,8.5,0,82354.78
2025-03-31,MED001,PLANT_DEL,North,11111,8.5,0,94445.6
2025-04-07,MED001,PLANT_DEL,North,10430,8.5,0,88656.19
2025-04-14,MED001,PLANT_DEL,North,11216,8.5,0,95337.77
2025-04-21,MED001,PLANT_DEL,North,10539,8.5,0,89579.78
2025-04-28,MED001,PLANT_DEL,North,10571,8.5,0,89855.13
2025-05-05,MED001,PLANT_DEL,North,11490,8.5,0,97666.36
2025-05-12,MED001,PLANT_DEL,North,11719,8.5,0,99610.78
2025-05-19,MED001,PLANT_DEL,North,11622,8.5,0,98790.31
